video_name,target
v_StillRings_g07_c03,86
v_StillRings_g11_c03,86
v_StillRings_g12_c02,86
v_StillRings_g23_c01,86
v_StillRings_g24_c04,86
v_SumoWrestling_g01_c04,87
v_SumoWrestling_g04_c04,87
v_SumoWrestling_g08_c06,87
v_SumoWrestling_g09_c04,87
v_SumoWrestling_g11_c01,87
v_SumoWrestling_g24_c04,87
v_Surfing_g02_c04,88
v_Surfing_g09_c01,88
v_Surfing_g09_c02,88
v_Surfing_g10_c05,88
v_Surfing_g12_c02,88
v_Surfing_g12_c03,88
v_Surfing_g13_c03,88
v_Surfing_g14_c03,88
v_Surfing_g14_c04,88
v_Surfing_g23_c04,88
v_Surfing_g24_c02,88
v_Surfing_g25_c01,88
v_Swing_g01_c02,89
v_Swing_g03_c02,89
v_Swing_g04_c07,89
v_Swing_g05_c05,89
v_Swing_g08_c02,89
v_Swing_g11_c06,89
v_Swing_g13_c04,89
v_Swing_g14_c02,89
v_Swing_g14_c03,89
v_Swing_g23_c04,89
v_Swing_g24_c03,89
v_TableTennisShot_g01_c06,90
v_TableTennisShot_g02_c03,90
v_TableTennisShot_g05_c01,90
v_TableTennisShot_g05_c02,90
v_TableTennisShot_g13_c02,90
v_TableTennisShot_g14_c01,90
v_TableTennisShot_g22_c03,90
v_TableTennisShot_g25_c03,90
v_TaiChi_g01_c01,91
v_TaiChi_g02_c01,91
v_TaiChi_g04_c03,91
v_TaiChi_g05_c01,91
v_TaiChi_g06_c03,91
v_TaiChi_g09_c02,91
v_TaiChi_g09_c04,91
v_TaiChi_g14_c02,91
v_TaiChi_g25_c03,91
v_TennisSwing_g04_c01,92
v_TennisSwing_g04_c05,92
v_TennisSwing_g05_c05,92
v_TennisSwing_g07_c07,92
v_TennisSwing_g09_c03,92
v_TennisSwing_g09_c07,92
v_TennisSwing_g10_c06,92
v_TennisSwing_g14_c05,92
v_TennisSwing_g22_c04,92
v_TennisSwing_g24_c06,92
v_TennisSwing_g25_c03,92
v_ThrowDiscus_g01_c01,93
v_ThrowDiscus_g04_c01,93
v_ThrowDiscus_g06_c02,93
v_ThrowDiscus_g07_c05,93
v_ThrowDiscus_g08_c02,93
v_ThrowDiscus_g09_c04,93
v_ThrowDiscus_g10_c04,93
v_ThrowDiscus_g14_c03,93
v_ThrowDiscus_g24_c02,93
v_ThrowDiscus_g25_c02,93
v_TrampolineJumping_g01_c02,94
v_TrampolineJumping_g03_c02,94
v_TrampolineJumping_g08_c01,94
v_TrampolineJumping_g12_c01,94
v_TrampolineJumping_g25_c03,94
v_Typing_g01_c06,95
v_Typing_g02_c03,95
v_Typing_g02_c04,95
v_Typing_g03_c06,95
v_Typing_g06_c06,95
v_Typing_g10_c02,95
v_Typing_g12_c05,95
v_Typing_g13_c03,95
v_Typing_g13_c04,95
v_Typing_g23_c01,95
v_UnevenBars_g02_c03,96
v_UnevenBars_g03_c01,96
v_UnevenBars_g03_c04,96
v_UnevenBars_g07_c02,96
v_UnevenBars_g25_c02,96
v_VolleyballSpiking_g05_c05,97
v_VolleyballSpiking_g08_c06,97
v_VolleyballSpiking_g11_c01,97
v_VolleyballSpiking_g11_c04,97
v_VolleyballSpiking_g13_c01,97
v_VolleyballSpiking_g22_c01,97
v_WalkingWithDog_g01_c03,98
v_WalkingWithDog_g02_c04,98
v_WalkingWithDog_g03_c04,98
v_WalkingWithDog_g06_c04,98
v_WalkingWithDog_g06_c05,98
v_WalkingWithDog_g09_c04,98
v_WalkingWithDog_g11_c03,98
v_WalkingWithDog_g12_c05,98
v_WalkingWithDog_g13_c02,98
v_WallPushups_g02_c03,99
v_WallPushups_g02_c04,99
v_WallPushups_g04_c01,99
v_WallPushups_g05_c03,99
v_WallPushups_g05_c05,99
v_WallPushups_g06_c05,99
v_WallPushups_g07_c03,99
v_WallPushups_g07_c06,99
v_WallPushups_g08_c03,99
v_WallPushups_g09_c05,99
v_WallPushups_g11_c05,99
v_WallPushups_g13_c03,99
v_WallPushups_g14_c03,99
v_WallPushups_g25_c02,99
v_WritingOnBoard_g02_c01,100
v_WritingOnBoard_g03_c03,100
v_WritingOnBoard_g03_c07,100
v_WritingOnBoard_g04_c01,100
v_WritingOnBoard_g04_c04,100
v_WritingOnBoard_g05_c04,100
v_WritingOnBoard_g10_c02,100
v_WritingOnBoard_g10_c05,100
v_WritingOnBoard_g12_c04,100
v_WritingOnBoard_g13_c02,100
v_WritingOnBoard_g13_c04,100
v_WritingOnBoard_g22_c07,100
v_WritingOnBoard_g24_c06,100
v_YoYo_g02_c03,101
v_YoYo_g03_c01,101
v_YoYo_g03_c04,101
v_YoYo_g03_c05,101
v_YoYo_g04_c03,101
v_YoYo_g11_c04,101
v_YoYo_g22_c06,101
