video_name,target
v_SoccerPenalty_g20_c05,85
v_SoccerPenalty_g24_c01,85
v_SoccerPenalty_g24_c02,85
v_SoccerPenalty_g25_c02,85
v_StillRings_g15_c03,86
v_StillRings_g15_c04,86
v_StillRings_g20_c04,86
v_StillRings_g21_c01,86
v_StillRings_g21_c03,86
v_StillRings_g21_c06,86
v_SumoWrestling_g02_c02,87
v_SumoWrestling_g03_c01,87
v_SumoWrestling_g04_c03,87
v_SumoWrestling_g05_c01,87
v_SumoWrestling_g06_c06,87
v_SumoWrestling_g15_c01,87
v_SumoWrestling_g18_c01,87
v_SumoWrestling_g18_c04,87
v_SumoWrestling_g20_c02,87
v_SumoWrestling_g21_c02,87
v_SumoWrestling_g23_c04,87
v_SumoWrestling_g24_c01,87
v_SumoWrestling_g24_c04,87
v_Surfing_g02_c04,88
v_Surfing_g04_c01,88
v_Surfing_g06_c01,88
v_Surfing_g07_c04,88
v_Surfing_g15_c04,88
v_Surfing_g19_c02,88
v_Surfing_g25_c04,88
v_Swing_g01_c04,89
v_Swing_g05_c02,89
v_Swing_g06_c04,89
v_Swing_g06_c07,89
v_Swing_g07_c03,89
v_Swing_g16_c04,89
v_Swing_g20_c01,89
v_Swing_g20_c02,89
v_Swing_g21_c04,89
v_Swing_g23_c04,89
v_Swing_g23_c05,89
v_TableTennisShot_g01_c05,90
v_TableTennisShot_g02_c03,90
v_TableTennisShot_g02_c04,90
v_TableTennisShot_g03_c01,90
v_TableTennisShot_g05_c05,90
v_TableTennisShot_g16_c07,90
v_TableTennisShot_g18_c01,90
v_TableTennisShot_g18_c03,90
v_TableTennisShot_g19_c07,90
v_TableTennisShot_g20_c07,90
v_TableTennisShot_g21_c01,90
v_TableTennisShot_g22_c04,90
v_TableTennisShot_g23_c01,90
v_TableTennisShot_g24_c01,90
v_TableTennisShot_g24_c06,90
v_TaiChi_g01_c01,91
v_TaiChi_g01_c03,91
v_TaiChi_g03_c04,91
v_TaiChi_g07_c04,91
v_TaiChi_g18_c02,91
v_TaiChi_g20_c02,91
v_TennisSwing_g01_c01,92
v_TennisSwing_g05_c05,92
v_TennisSwing_g05_c06,92
v_TennisSwing_g07_c03,92
v_TennisSwing_g07_c05,92
v_TennisSwing_g17_c02,92
v_TennisSwing_g17_c03,92
v_TennisSwing_g18_c02,92
v_TennisSwing_g20_c02,92
v_TennisSwing_g20_c06,92
v_TennisSwing_g24_c05,92
v_TennisSwing_g25_c05,92
v_ThrowDiscus_g01_c01,93
v_ThrowDiscus_g02_c03,93
v_ThrowDiscus_g04_c03,93
v_ThrowDiscus_g05_c05,93
v_ThrowDiscus_g06_c01,93
v_ThrowDiscus_g07_c01,93
v_ThrowDiscus_g15_c04,93
v_ThrowDiscus_g17_c01,93
v_ThrowDiscus_g17_c03,93
v_ThrowDiscus_g24_c04,93
v_TrampolineJumping_g01_c01,94
v_TrampolineJumping_g03_c01,94
v_TrampolineJumping_g05_c04,94
v_TrampolineJumping_g07_c02,94
v_TrampolineJumping_g07_c04,94
v_TrampolineJumping_g16_c03,94
v_TrampolineJumping_g17_c01,94
v_TrampolineJumping_g20_c05,94
v_TrampolineJumping_g22_c01,94
v_TrampolineJumping_g22_c05,94
v_TrampolineJumping_g24_c04,94
v_Typing_g04_c01,95
v_Typing_g06_c02,95
v_Typing_g19_c01,95
v_UnevenBars_g02_c04,96
v_UnevenBars_g03_c01,96
v_UnevenBars_g05_c03,96
v_UnevenBars_g15_c06,96
v_UnevenBars_g17_c02,96
v_UnevenBars_g18_c02,96
v_UnevenBars_g19_c01,96
v_UnevenBars_g20_c02,96
v_UnevenBars_g20_c03,96
v_UnevenBars_g24_c01,96
v_UnevenBars_g25_c04,96
v_VolleyballSpiking_g02_c02,97
v_VolleyballSpiking_g06_c02,97
v_VolleyballSpiking_g06_c04,97
v_VolleyballSpiking_g19_c04,97
v_VolleyballSpiking_g21_c02,97
v_VolleyballSpiking_g22_c01,97
v_WalkingWithDog_g02_c03,98
v_WalkingWithDog_g04_c01,98
v_WalkingWithDog_g05_c03,98
v_WalkingWithDog_g07_c04,98
v_WalkingWithDog_g16_c02,98
v_WalkingWithDog_g19_c05,98
v_WalkingWithDog_g23_c02,98
v_WalkingWithDog_g23_c04,98
v_WalkingWithDog_g24_c02,98
v_WalkingWithDog_g24_c05,98
v_WallPushups_g04_c01,99
v_WallPushups_g05_c03,99
v_WallPushups_g16_c02,99
v_WallPushups_g16_c06,99
v_WallPushups_g19_c03,99
v_WallPushups_g20_c05,99
v_WallPushups_g20_c06,99
v_WallPushups_g21_c01,99
v_WallPushups_g21_c04,99
v_WallPushups_g24_c01,99
v_WallPushups_g25_c05,99
v_WritingOnBoard_g02_c04,100
v_WritingOnBoard_g03_c04,100
v_WritingOnBoard_g03_c05,100
v_WritingOnBoard_g04_c04,100
v_WritingOnBoard_g06_c02,100
v_WritingOnBoard_g16_c02,100
v_WritingOnBoard_g17_c04,100
v_WritingOnBoard_g20_c05,100
v_WritingOnBoard_g22_c03,100
v_WritingOnBoard_g22_c07,100
v_WritingOnBoard_g23_c02,100
v_WritingOnBoard_g24_c04,100
v_WritingOnBoard_g24_c07,100
v_WritingOnBoard_g25_c03,100
v_YoYo_g03_c02,101
v_YoYo_g03_c05,101
v_YoYo_g07_c01,101
v_YoYo_g17_c02,101
v_YoYo_g17_c03,101
v_YoYo_g17_c06,101
v_YoYo_g18_c04,101
v_YoYo_g22_c06,101
v_YoYo_g25_c02,101
